study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB1220	ERP002061	SAMEA2042488	ERS199102	ERX184843	ERR210178	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210178/ERR210178.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210178/ERR210178.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0104_20091212L5.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0104_20091212L5.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042489	ERS199103	ERX184844	ERR210179	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210179/ERR210179.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210179/ERR210179.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0105_20091015.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0105_20091015.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042489	ERS199103	ERX184845	ERR210180	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210180/ERR210180.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210180/ERR210180.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0105_20091124L2.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0105_20091124L2.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042489	ERS199103	ERX184846	ERR210181	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210181/ERR210181.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210181/ERR210181.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0105_20091124L3.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0105_20091124L3.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042489	ERS199103	ERX184847	ERR210182	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210182/ERR210182.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210182/ERR210182.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0105_20091124L4.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0105_20091124L4.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042489	ERS199103	ERX184848	ERR210183	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210183/ERR210183.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210183/ERR210183.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0105_20091212L2.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0105_20091212L2.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042490	ERS199104	ERX184849	ERR210184	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210184/ERR210184.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210184/ERR210184.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0106_20091015.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0106_20091015.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042490	ERS199104	ERX184850	ERR210185	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210185/ERR210185.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210185/ERR210185.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0106_20091107L8.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0106_20091107L8.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042490	ERS199104	ERX184851	ERR210186	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210186/ERR210186.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210186/ERR210186.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0106_20091124L3.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0106_20091124L3.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042490	ERS199104	ERX184852	ERR210187	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210187/ERR210187.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210187/ERR210187.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0106_20091126L6.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0106_20091126L6.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042490	ERS199104	ERX184853	ERR210188	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210188/ERR210188.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210188/ERR210188.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0106_20091126L7.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0106_20091126L7.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042490	ERS199104	ERX184854	ERR210189	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210189/ERR210189.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210189/ERR210189.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0106_20091126L8.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0106_20091126L8.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042490	ERS199104	ERX184855	ERR210190	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210190/ERR210190.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210190/ERR210190.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0106_20091212L5.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0106_20091212L5.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042491	ERS199105	ERX184856	ERR210191	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210191/ERR210191.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210191/ERR210191.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0107_20091015.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0107_20091015.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042491	ERS199105	ERX184857	ERR210192	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210192/ERR210192.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210192/ERR210192.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0107_20091107L7.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0107_20091107L7.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042491	ERS199105	ERX184858	ERR210193	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210193/ERR210193.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210193/ERR210193.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0107_20091124L5.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0107_20091124L5.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042491	ERS199105	ERX184859	ERR210194	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210194/ERR210194.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210194/ERR210194.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0107_20091124L6.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0107_20091124L6.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042491	ERS199105	ERX184860	ERR210195	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210195/ERR210195.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210195/ERR210195.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0107_20091124L7.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0107_20091124L7.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042491	ERS199105	ERX184861	ERR210196	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210196/ERR210196.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210196/ERR210196.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0107_20091212L3.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0107_20091212L3.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042492	ERS199106	ERX184862	ERR210197	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210197/ERR210197.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210197/ERR210197.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0109_20091015.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0109_20091015.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042492	ERS199106	ERX184863	ERR210198	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210198/ERR210198.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210198/ERR210198.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0109_20091124L2.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0109_20091124L2.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042492	ERS199106	ERX184864	ERR210199	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210199/ERR210199.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210199/ERR210199.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0109_20091124L3.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0109_20091124L3.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042492	ERS199106	ERX184865	ERR210200	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210200/ERR210200.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210200/ERR210200.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0109_20091124L4.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0109_20091124L4.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042492	ERS199106	ERX184866	ERR210201	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210201/ERR210201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210201/ERR210201.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0109_20091212L2.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0109_20091212L2.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042493	ERS199107	ERX184867	ERR210202	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210202/ERR210202.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210202/ERR210202.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0110_20091014.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0110_20091014.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042493	ERS199107	ERX184868	ERR210203	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210203/ERR210203.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210203/ERR210203.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0110_20091124L4.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0110_20091124L4.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042493	ERS199107	ERX184869	ERR210204	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210204/ERR210204.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210204/ERR210204.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0110_20091126L4.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0110_20091126L4.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042493	ERS199107	ERX184870	ERR210205	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210205/ERR210205.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210205/ERR210205.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0110_20091126L5.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0110_20091126L5.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042493	ERS199107	ERX184871	ERR210206	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210206/ERR210206.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210206/ERR210206.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0110_20091128L4.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0110_20091128L4.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042493	ERS199107	ERX184872	ERR210207	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210207/ERR210207.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210207/ERR210207.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0110_20091212L4.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0110_20091212L4.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA1965112	ERS199108	ERX184873	ERR210208	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210208/ERR210208.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210208/ERR210208.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0111_20091031.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0111_20091031.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA1965112	ERS199108	ERX184874	ERR210209	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210209/ERR210209.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210209/ERR210209.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0111_20100124L5.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0111_20100124L5.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA1965112	ERS199108	ERX184875	ERR210210	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210210/ERR210210.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210210/ERR210210.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0111_20100305L3.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0111_20100305L3.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042495	ERS199109	ERX184876	ERR210211	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210211/ERR210211.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210211/ERR210211.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0113_20091031.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0113_20091031.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042495	ERS199109	ERX184877	ERR210212	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210212/ERR210212.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210212/ERR210212.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0113_20100124L7.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0113_20100124L7.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042495	ERS199109	ERX184878	ERR210213	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210213/ERR210213.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210213/ERR210213.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0113_20100125L4.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0113_20100125L4.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042495	ERS199109	ERX184879	ERR210214	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210214/ERR210214.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210214/ERR210214.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0113_20100125L5.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0113_20100125L5.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042496	ERS199110	ERX184880	ERR210215	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210215/ERR210215.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210215/ERR210215.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0114_20091023.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0114_20091023.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042496	ERS199110	ERX184881	ERR210216	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210216/ERR210216.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210216/ERR210216.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0114_20091124L2.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0114_20091124L2.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042496	ERS199110	ERX184882	ERR210217	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210217/ERR210217.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210217/ERR210217.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0114_20091124L3.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0114_20091124L3.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042496	ERS199110	ERX184883	ERR210218	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210218/ERR210218.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210218/ERR210218.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0114_20091124L4.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0114_20091124L4.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042496	ERS199110	ERX184884	ERR210219	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210219/ERR210219.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210219/ERR210219.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0114_20091212L2.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0114_20091212L2.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042497	ERS199111	ERX184885	ERR210220	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210220/ERR210220.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210220/ERR210220.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0115_20091023.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0115_20091023.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042497	ERS199111	ERX184886	ERR210221	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210221/ERR210221.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210221/ERR210221.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0115_20091124L8.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0115_20091124L8.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042497	ERS199111	ERX184887	ERR210222	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210222/ERR210222.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210222/ERR210222.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0115_20091126L3.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0115_20091126L3.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042498	ERS199112	ERX184888	ERR210223	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210223/ERR210223.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210223/ERR210223.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0116_20091023.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0116_20091023.rmhost.single.fq.gz		
PRJEB1220	ERP002061	SAMEA2042498	ERS199112	ERX184889	ERR210224	408170	human gut metagenome	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210224/ERR210224.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210224/ERR210224.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0116_20091124L4.rmhost.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/MH0116_20091124L4.rmhost.single.fq.gz		
